ID,Category,Sales,Quantity,Discount,Region,Customer_Satisfaction,Profit,Product_Code,Date,Status,Supplier
246,C,1183.0013367208219,16,0.4912867992181981,West,5,842.4102516371636,6806,2020-09-02,Shipped,Supplier B
247,B,3740.9276291084293,22,0.10356587087764757,South,2,130.87229029893695,2435,2020-09-03,Delivered,Supplier B
248,B,4475.635389222689,46,0.10265065181899896,West,4,789.8059322990998,8438,2020-09-04,Shipped,Supplier A
249,B,1563.5297811978046,24,0.03083985511641496,West,1,-473.05910898699716,3324,2020-09-05,Shipped,Supplier C
250,C,4884.45770420017,34,0.19876401621012696,North,1,1679.0845571740433,6286,2020-09-06,Pending,Supplier A
251,A,1394.1162368972266,49,0.07261409201951419,North,2,843.5360110918232,1287,2020-09-07,Delivered,Supplier B
252,B,3905.5894603859556,40,0.3868162081523734,North,2,1015.7982538737281,5150,2020-09-08,Returned,Supplier B
253,B,2529.212930328289,10,0.21232518039632642,South,4,1200.2561460276424,6911,2020-09-09,Shipped,Supplier A
254,A,1613.4044229314939,37,0.1288573712891018,South,4,271.025067585678,5356,2020-09-10,Pending,Supplier A
255,B,3949.223530572121,40,0.2791337044982345,West,5,1863.807202240664,5307,2020-09-11,Shipped,Supplier A
256,A,4112.324474984342,32,0.28011174823492785,North,1,1706.2054919037714,3151,2020-09-12,Pending,Supplier A
257,B,1796.501058323464,15,0.14547108256600766,South,1,289.4884725291049,4993,2020-09-13,Pending,Supplier C
258,C,3154.9084346098502,40,0.46181183555508737,South,3,1277.9068204293105,5990,2020-09-14,Delivered,Supplier C
259,B,3211.7122714302427,14,0.22624001509314284,East,4,-404.53225269278397,8069,2020-09-15,Pending,Supplier C
260,A,4796.519973212802,41,0.09364914118187218,North,4,-295.87148334202936,8878,2020-09-16,Shipped,Supplier C
261,D,4801.011624373126,6,0.2532713422842081,South,1,-381.64763333765296,2615,2020-09-17,Pending,Supplier B
262,C,4580.220443893072,46,0.2637781266811698,East,2,1519.9047716379814,7732,2020-09-18,Pending,Supplier A
263,C,1609.7502254764051,40,0.13112670695294415,West,4,1491.4500146759142,3581,2020-09-19,Returned,Supplier A
264,B,3523.457854648463,31,0.47185534218080266,South,4,1167.6133569313631,5614,2020-09-20,Returned,Supplier C
265,C,1062.3680912539344,34,0.014613370295293582,East,3,1902.0043015175224,9862,2020-09-21,Shipped,Supplier B
266,B,1114.567965839034,20,0.0792722722024563,East,2,1913.7251725030505,7263,2020-09-22,Pending,Supplier A
267,B,3964.487290179177,38,0.21107128548495052,North,4,1509.5818972923487,3399,2020-09-23,Pending,Supplier A
268,A,1640.9630265796732,4,0.24937842240381763,West,2,-20.1328154502321,4231,2020-09-24,Shipped,Supplier C
269,D,1027.7550106854117,20,0.3580890076829578,East,5,455.4442191231316,1315,2020-09-25,Pending,Supplier C
270,A,4753.592550451164,9,0.2765108604004052,North,3,914.2535491202052,9414,2020-09-26,Shipped,Supplier C
271,C,3254.0695446671834,3,0.16056008482533957,North,4,-199.72038609269254,8871,2020-09-27,Delivered,Supplier B
272,D,1769.4936103533287,23,0.059652118989799996,East,2,1920.1320043012238,1814,2020-09-28,Returned,Supplier A
273,B,1116.77746276589,18,0.029191982871076716,South,2,891.9011955910037,8579,2020-09-29,Shipped,Supplier B
274,B,1521.1160919308875,28,0.0401854928877986,West,1,1147.7981962301956,8906,2020-09-30,Shipped,Supplier A
275,C,1343.7512376357254,46,0.2746970500146882,West,1,-440.8430472948159,8993,2020-10-01,Shipped,Supplier C
276,D,2324.2182229091504,9,0.4074322231456382,West,3,1288.9957620986543,9147,2020-10-02,Shipped,Supplier C
277,A,2695.5896149565096,45,0.30823257473788385,North,2,1759.6531443237145,9378,2020-10-03,Shipped,Supplier A
278,A,3644.5288922610634,12,0.1731029231322026,South,4,1286.5544398698496,9115,2020-10-04,Returned,Supplier B
279,D,2802.462906716108,11,0.26453902514147487,East,2,1069.4940460172083,8125,2020-10-05,Pending,Supplier C
280,A,4297.860396414962,24,0.07745694949085624,South,3,385.4406790435635,7798,2020-10-06,Shipped,Supplier C
281,C,3751.3695807137888,9,0.2959611801218538,East,3,-124.3334697260699,4380,2020-10-07,Delivered,Supplier C
282,D,2681.1933995013487,4,0.11113379656999695,North,3,445.08966401484486,3151,2020-10-08,Returned,Supplier A
283,C,2033.8335415304614,14,0.26090949805064617,West,4,-126.31446374051706,6574,2020-10-09,Delivered,Supplier B
284,A,1609.0048689317223,48,0.3304283368775049,North,2,-297.9720917619348,2915,2020-10-10,Delivered,Supplier C
285,A,3646.2011117597644,14,0.41946741366903606,East,2,1015.7559474970858,1559,2020-10-11,Shipped,Supplier B
286,B,2002.7144171016937,35,0.10458441372686395,North,4,1928.4232022508922,3754,2020-10-12,Returned,Supplier C
287,A,2938.6247001615857,2,0.28122639556001,North,5,-274.3501467057198,8930,2020-10-13,Pending,Supplier C
288,B,3232.718661018381,21,0.44909599885750023,East,4,879.3698725294096,5966,2020-10-14,Returned,Supplier C
289,A,3155.9644295224816,4,0.47088064600348295,West,2,350.6380139029171,5111,2020-10-15,Returned,Supplier A
290,D,4551.471052565539,32,0.018372502285145698,North,2,1482.369713502391,7536,2020-10-16,Delivered,Supplier C
291,C,2401.567497238616,23,0.49424134398304326,North,2,381.12782731976927,6641,2020-10-17,Shipped,Supplier C
292,B,2902.9136995585804,6,0.051915102166641636,North,4,-216.68511127170706,9882,2020-10-18,Delivered,Supplier A
293,B,2059.6738858290796,15,0.24168796954654664,North,1,108.55290029868422,9820,2020-10-19,Returned,Supplier A
294,C,4135.595134992535,7,0.2722325752464573,South,5,1896.4345701901284,1770,2020-10-20,Returned,Supplier B
295,C,3811.473208600089,20,0.36307257131172666,West,1,1004.7029293545877,1422,2020-10-21,Shipped,Supplier A
296,D,4181.251276920299,32,0.32911179713524125,North,5,-103.14647314750721,8485,2020-10-22,Pending,Supplier B
297,B,1891.3073398153308,11,0.4554495736638452,South,4,429.5052871004764,6083,2020-10-23,Returned,Supplier C
298,D,2695.9132350852296,10,0.27000173496538354,West,1,1494.0829533498031,9406,2020-10-24,Delivered,Supplier C
299,A,4514.965343649396,25,0.4525067197074896,South,5,-145.78604045983752,8470,2020-10-25,Delivered,Supplier C
300,C,2106.402053478249,32,0.3665532734326172,West,3,60.43604483181241,7303,2020-10-26,Delivered,Supplier A
301,A,2486.3719615368154,48,0.4948340851687826,North,1,1996.3105899287202,5824,2020-10-27,Returned,Supplier B
302,B,4817.257037378093,29,0.18504091818377377,South,3,404.4857785580182,9687,2020-10-28,Returned,Supplier B
303,A,3587.265460015254,10,0.050063301825288176,East,5,1266.3364520924579,4290,2020-10-29,Shipped,Supplier B
304,C,3308.0719849910806,49,0.40899115259854474,South,5,1712.6357640128049,3445,2020-10-30,Delivered,Supplier C
305,A,3542.867949033617,22,0.06834309560726282,East,1,1282.3492613713431,8800,2020-10-31,Returned,Supplier C
306,C,1560.5374772762143,45,0.3003988557934904,West,4,1309.4477365497157,7046,2020-11-01,Pending,Supplier B
307,D,4939.406725247438,43,0.04076327446017097,South,5,1189.5145116900112,5361,2020-11-02,Pending,Supplier A
308,B,4782.7011019826805,9,0.39917856536509483,South,2,1183.1132627038896,3314,2020-11-03,Delivered,Supplier C
309,B,1155.537117824456,9,0.32409664608097366,East,3,274.9592631432025,1249,2020-11-04,Returned,Supplier B
310,D,4533.905042459635,39,0.028248245397608063,East,1,455.73047438264507,3074,2020-11-05,Delivered,Supplier A
311,B,1665.9478974450774,18,0.17650807393794027,West,3,345.3174705287287,6552,2020-11-06,Shipped,Supplier A
312,D,2995.7610874270395,45,0.18214631506454898,West,1,414.9687331761727,8735,2020-11-07,Shipped,Supplier C
313,C,4968.296185337683,47,0.3069310482853076,South,2,-93.3511532582283,4662,2020-11-08,Delivered,Supplier C
314,B,4995.232769379363,39,0.04106789075020412,North,2,1474.2744872321257,9580,2020-11-09,Returned,Supplier A
315,A,4324.165032431387,41,0.22845091528256717,East,5,-480.88497271850144,3165,2020-11-10,Delivered,Supplier A
316,D,2605.3060354866193,48,0.2838409000812407,South,1,-157.25264794407371,9710,2020-11-11,Pending,Supplier C
317,D,3295.878344069997,18,0.08422675294200377,South,1,715.5168004150914,6813,2020-11-12,Delivered,Supplier A
318,A,4091.6826902993985,23,0.23738045889535575,South,4,-92.44804630795642,9827,2020-11-13,Pending,Supplier B
319,D,4193.056701752279,4,0.2108866849387694,East,5,-388.31878620274523,8608,2020-11-14,Pending,Supplier A
320,A,2302.6777387612638,36,0.39761515471580583,East,3,-414.4313676027879,9822,2020-11-15,Delivered,Supplier B
321,D,4709.814100375704,12,0.0037362035195468435,West,4,908.4285779498682,6448,2020-11-16,Shipped,Supplier A
322,D,3638.0044937288444,5,0.28326410524579493,West,2,480.31543932367435,4094,2020-11-17,Shipped,Supplier C
323,C,4389.368232484621,26,0.3604729957842518,West,3,1973.3698926914221,3941,2020-11-18,Pending,Supplier C
324,B,2818.4668217616863,41,0.07063612872800767,North,3,242.49332638529836,7071,2020-11-19,Shipped,Supplier A
325,C,1876.8998211916578,9,0.4904956824998378,North,4,1285.4160497356374,9120,2020-11-20,Pending,Supplier C
326,C,3605.6850255275003,12,0.4380191176689805,West,4,71.93569285642263,2924,2020-11-21,Shipped,Supplier A
327,B,2819.9123839001704,7,0.3550118488859819,East,1,719.5836121161885,9046,2020-11-22,Delivered,Supplier B
328,B,4144.383876069257,9,0.40185447791550316,East,5,362.9193670492183,3904,2020-11-23,Delivered,Supplier C
329,D,2995.88954529445,6,0.1065608556881496,East,3,1657.4652340819948,8741,2020-11-24,Returned,Supplier A
330,A,3593.812838915188,35,0.30667438757782234,South,4,841.7158036183926,7641,2020-11-25,Delivered,Supplier B
331,D,3147.1849773450976,5,0.3205046772441104,North,5,1656.592961147815,7967,2020-11-26,Delivered,Supplier A
332,B,1233.2933550379944,23,0.49939645259370385,South,4,835.8842365340822,8533,2020-11-27,Shipped,Supplier C
333,A,4657.649041439979,13,0.49077513214394375,West,5,981.1852479413606,6288,2020-11-28,Shipped,Supplier C
334,A,2474.1963703366537,8,0.48702398784594353,South,1,390.3240013537817,6689,2020-11-29,Pending,Supplier B
335,B,2387.709913212011,34,0.0558436442041057,West,2,-4.694195729259093,8054,2020-11-30,Returned,Supplier B
336,C,2563.515328319222,14,0.26890721338149265,South,2,1735.9650179482405,9216,2020-12-01,Pending,Supplier A
337,C,2738.077979114832,28,0.44313679191440647,East,2,321.9069171483742,3847,2020-12-02,Pending,Supplier B
338,A,4181.219213131464,32,0.39790815288397413,South,2,1316.020657653285,4852,2020-12-03,Delivered,Supplier B
339,A,2316.1008434390687,29,0.05522858956457205,North,3,1973.990691672071,2522,2020-12-04,Delivered,Supplier C
340,D,3853.4781963598493,37,0.05449418195702327,South,1,783.9304192539773,9652,2020-12-05,Pending,Supplier A
341,A,2128.4465925604572,23,0.41700446362614324,North,3,1475.3820884686252,4904,2020-12-06,Delivered,Supplier C
342,B,3958.538720300521,11,0.47357416340160985,East,5,131.3749148334657,3176,2020-12-07,Pending,Supplier A
343,C,2468.913677511953,41,0.18653215994795463,North,2,325.3136123067645,3283,2020-12-08,Returned,Supplier B
344,D,1817.8339766847978,35,0.15943898596612743,West,5,-58.55319270814738,5479,2020-12-09,Shipped,Supplier A
345,D,4455.124424339768,9,0.02670744940725872,West,2,100.17722691415258,4062,2020-12-10,Shipped,Supplier A
346,B,3329.5898440518654,48,0.21347674585072063,North,3,980.7546455672912,7386,2020-12-11,Shipped,Supplier A
347,A,4711.331085973288,24,0.035805866135460995,South,1,1648.650016066058,8677,2020-12-12,Delivered,Supplier A
348,A,1796.2266739639272,43,0.2746387818233969,North,3,1981.0355194480903,2893,2020-12-13,Returned,Supplier B
349,C,1128.3064413496047,6,0.14117857299473008,South,3,1042.429417208127,4657,2020-12-14,Delivered,Supplier B
350,D,4113.894153360876,39,0.16001615253656915,East,2,1429.9186126756704,3002,2020-12-15,Delivered,Supplier C
351,C,3581.193451910293,41,0.12219041418589466,West,3,1021.2277174865544,1761,2020-12-16,Returned,Supplier C
352,A,4099.79134648842,22,0.10078947443528208,East,1,-386.66819105465333,4272,2020-12-17,Shipped,Supplier B
353,B,3782.959806319562,39,0.36289354494764264,East,4,1614.5713024018087,6865,2020-12-18,Returned,Supplier C
354,A,2139.7109723408303,1,0.13578563563130464,West,1,-409.7612680332228,4323,2020-12-19,Pending,Supplier C
355,D,1782.8240842486953,19,0.4941616339848165,East,3,-458.7083033380358,7344,2020-12-20,Delivered,Supplier C
356,A,3216.5070663880847,21,0.4801494190723673,West,4,399.5560005826037,9082,2020-12-21,Shipped,Supplier B
357,B,4071.7682971725535,39,0.47689799230643615,North,1,1112.7368100804847,9370,2020-12-22,Delivered,Supplier B
358,C,4480.609615970867,12,0.1287808303100103,South,1,346.3487175280113,3300,2020-12-23,Pending,Supplier B
359,D,2336.19747284087,12,0.04972602200663412,South,3,1615.6614464056856,1910,2020-12-24,Returned,Supplier B
360,C,2981.428180138064,11,0.10174681473732272,North,1,1443.0483566246044,8486,2020-12-25,Returned,Supplier C
361,B,2038.253412705919,2,0.4747032616794886,South,1,612.5822516633295,7966,2020-12-26,Pending,Supplier B
362,D,1626.7662395746734,25,0.18710590032000662,West,1,71.0488235311118,2495,2020-12-27,Shipped,Supplier B
363,B,1197.3070531035726,26,0.2727921624949093,West,2,-294.23828819970674,3329,2020-12-28,Returned,Supplier B
364,C,1843.342828009232,30,0.23044233597032182,East,5,1661.4972470312323,1235,2020-12-29,Returned,Supplier A
365,D,2873.5946308653447,17,0.05092183877812745,West,5,1981.424970518643,1465,2020-12-30,Delivered,Supplier A
366,B,1053.1466743503063,25,0.30053847011617424,North,1,912.8170373642618,2041,2020-12-31,Shipped,Supplier A
367,C,1728.647307383321,19,0.08538959722591138,East,1,1788.3518440632724,1834,2021-01-01,Returned,Supplier B
368,B,4350.521400820001,41,0.13840103729329434,North,2,936.5590196764849,2825,2021-01-02,Pending,Supplier A
369,C,1293.915401506737,49,0.48640644349472056,South,1,1732.3596938132328,3010,2021-01-03,Returned,Supplier C
370,D,3027.18795141664,24,0.23428055060060177,East,2,-17.94735422394234,5606,2021-01-04,Shipped,Supplier C
371,D,4280.67816133258,21,0.12171063394893633,South,1,746.2912922213882,8920,2021-01-05,Delivered,Supplier A
372,C,2817.674938961206,2,0.48241600448543187,East,1,793.5022956581629,4858,2021-01-06,Pending,Supplier B
373,A,4240.4880767220675,12,0.09833297441822186,East,1,135.94338371330025,5392,2021-01-07,Shipped,Supplier C
374,B,3786.209780256459,2,0.21017026655655152,South,1,858.3223601567745,5887,2021-01-08,Shipped,Supplier A
375,C,2585.975721460165,26,0.3216208168122665,North,3,485.597604614635,8517,2021-01-09,Returned,Supplier B
376,C,4259.471131893083,26,0.36454894956321715,East,3,538.9080596296519,4133,2021-01-10,Returned,Supplier C
377,C,4463.80428802262,20,0.2073093998638102,South,2,1861.7593935962495,3602,2021-01-11,Pending,Supplier B
378,A,1433.4484406394135,6,0.4061159926270534,North,3,1336.5624950913816,8283,2021-01-12,Returned,Supplier A
379,A,3396.611653010378,43,0.3828459519684023,West,1,1529.9082909997362,2660,2021-01-13,Delivered,Supplier C
380,C,2463.5884616269877,28,0.0694252607564067,North,3,1533.9145006024467,9934,2021-01-14,Returned,Supplier C
381,A,1250.0607041791964,22,0.10167080504330267,North,3,603.4676883111085,9502,2021-01-15,Delivered,Supplier B
382,B,1142.9715659292494,36,0.2579309066302893,West,2,522.3492409097706,4883,2021-01-16,Delivered,Supplier A
383,A,4612.872215825295,17,0.29733390273750326,West,4,1386.509097673702,5892,2021-01-17,Pending,Supplier A
384,D,3974.804373065018,46,0.27863836973120404,East,2,1593.411708463656,1165,2021-01-18,Returned,Supplier B
385,B,3362.1815517068235,31,0.4314726554183997,East,5,380.454351318018,8697,2021-01-19,Shipped,Supplier C
386,B,1659.7346891151212,2,0.2052232281176189,South,3,1179.8855662732758,5717,2021-01-20,Pending,Supplier A
387,C,4656.525936944396,48,0.22350347370259277,South,4,63.821205842026416,2514,2021-01-21,Returned,Supplier B
388,C,2727.1455483903237,43,0.09111552775852838,North,3,450.7500758421894,4940,2021-01-22,Returned,Supplier B
389,D,4659.628015973451,27,0.1592440351876379,West,4,774.5238974382355,6915,2021-01-23,Delivered,Supplier A
390,B,3129.6459911965253,25,0.046984396145574925,South,5,-293.66344007844805,4935,2021-01-24,Shipped,Supplier C
391,D,2530.238803533598,49,0.00026816924686123844,North,4,1532.036072793184,8269,2021-01-25,Pending,Supplier B
392,A,3104.936623450348,13,0.33727965565203377,South,4,565.9066291865051,1980,2021-01-26,Delivered,Supplier A
393,A,3084.7833303268167,41,0.4479893408421396,West,2,18.491740549843257,6327,2021-01-27,Shipped,Supplier A
394,A,2610.9502103915947,31,0.3376905936515006,South,1,98.00348170081725,7252,2021-01-28,Returned,Supplier B
395,A,3130.66806948388,43,0.20292957272657863,West,3,361.64870969572314,5859,2021-01-29,Delivered,Supplier C
396,D,1421.7499220009229,9,0.4532718304055769,South,5,1130.2703643007496,1517,2021-01-30,Returned,Supplier A
397,A,1893.0726993564222,40,0.10293001301299542,South,3,1193.6357945879327,4178,2021-01-31,Delivered,Supplier C
398,A,3701.7847036514254,14,0.021725883271855706,South,2,-490.5268886179238,5572,2021-02-01,Pending,Supplier A
399,B,1153.875898804952,18,0.15164318143941335,West,5,129.1538452384085,1187,2021-02-02,Pending,Supplier C
400,C,2000.9698431684856,4,0.458216856435257,West,4,1222.0526534987068,3848,2021-02-03,Shipped,Supplier B
401,B,1289.0206513394373,3,0.2949195206684306,West,5,83.02553848017442,3603,2021-02-04,Pending,Supplier A
402,C,3242.8908537232796,48,0.2607399684091591,South,2,1085.737706659264,1760,2021-02-05,Pending,Supplier A
403,D,2127.1971561080545,24,0.3398723542956376,North,5,1420.2106545275512,6481,2021-02-06,Pending,Supplier B
404,B,2142.1258816200834,6,0.4960835119667488,East,5,1733.5601418289489,4691,2021-02-07,Shipped,Supplier C
405,A,1009.457274305376,25,0.10666802233501432,West,4,-151.68936856553472,2071,2021-02-08,Returned,Supplier B
406,A,3315.9194184146845,6,0.26044886059556643,West,3,526.1877738742696,5095,2021-02-09,Shipped,Supplier A
407,D,4663.151723784508,39,0.25323308637184755,West,4,1684.6605928420377,9277,2021-02-10,Shipped,Supplier B
408,B,4374.828738773248,12,0.3331487142907152,East,5,1787.843426573712,4074,2021-02-11,Shipped,Supplier B
409,D,4564.865579495829,16,0.2936493222227762,East,2,487.2179484620575,8543,2021-02-12,Shipped,Supplier B
410,B,4051.897362953524,6,0.03858349853015186,West,1,1706.6769276316481,5310,2021-02-13,Returned,Supplier C
411,D,3000.12021506978,8,0.032012478258836574,East,1,1759.4385706016064,6283,2021-02-14,Returned,Supplier C
412,A,3288.678073575672,21,0.39169166675492356,South,3,1514.2500361091963,7990,2021-02-15,Shipped,Supplier A
413,D,1824.6795579906925,7,0.42822293653640225,North,2,1406.70276973796,4595,2021-02-16,Returned,Supplier B
414,D,4919.894944115114,44,0.38546859403229133,East,1,1607.6337749867962,6296,2021-02-17,Delivered,Supplier C
