"claim_id","claim_date","sale_id","repair_status"
"CL-1243","2020-06-17","OID-362714","Free Replaced"
"CL-1244","2020-06-17","OID-362993","Free Replaced"
"CL-1245","2020-06-17","OID-363046","Free Replaced"
"CL-1246","2020-06-17","OID-363056","Free Replaced"
"CL-1247","2020-06-17","OID-363108","Free Replaced"
"CL-1248","2020-06-17","OID-363151","Free Replaced"
"CL-1249","2020-06-17","OID-363229","Free Replaced"
"CL-1250","2020-06-17","OID-363245","Free Replaced"
"CL-1253","2020-08-20","OID-436124","Warranty Void"
"CL-1254","2020-11-28","OID-436195","Paid Repaired"
"CL-1256","2020-10-21","OID-448833","Warranty Void"
"CL-1257","2020-11-25","OID-448883","Paid Repaired"
"CL-1259","2020-06-18","OID-362504","Free Replaced"
"CL-1260","2020-06-18","OID-362508","Free Replaced"
"CL-1261","2020-06-18","OID-362642","Free Replaced"
"CL-1262","2020-06-18","OID-362740","Free Replaced"
"CL-1263","2020-06-18","OID-363178","Free Replaced"
"CL-1264","2020-06-18","OID-363252","Free Replaced"
"CL-1267","2021-02-14","OID-448842","Paid Repaired"
"CL-1269","2020-06-19","OID-362792","Free Replaced"
"CL-1270","2020-06-19","OID-362862","Free Replaced"
"CL-1271","2020-06-19","OID-362968","Free Replaced"
"CL-1272","2020-06-19","OID-363161","Free Replaced"
"CL-1273","2020-06-19","OID-363370","Free Replaced"
"CL-1274","2020-06-17","OID-423454","Warranty Void"
"CL-1276","2020-06-20","OID-362521","Free Replaced"
"CL-1277","2020-06-20","OID-362579","Free Replaced"
"CL-1278","2020-06-20","OID-362619","Free Replaced"
"CL-1279","2020-06-20","OID-362722","Free Replaced"
"CL-1280","2020-06-20","OID-362927","Free Replaced"
"CL-1281","2020-06-20","OID-363021","Free Replaced"
"CL-1282","2020-09-16","OID-398072","Warranty Void"
"CL-1286","2020-06-21","OID-362750","Free Replaced"
"CL-1287","2020-06-21","OID-362904","Free Replaced"
"CL-1288","2020-06-21","OID-363130","Free Replaced"
"CL-1289","2020-06-21","OID-363262","Free Replaced"
"CL-1290","2020-06-21","OID-363401","Free Replaced"
"CL-1293","2020-06-22","OID-362572","Free Replaced"
"CL-1294","2020-06-22","OID-362774","Free Replaced"
"CL-1295","2020-06-22","OID-362956","Free Replaced"
"CL-1296","2020-06-22","OID-363129","Free Replaced"
"CL-1297","2020-06-22","OID-363143","Free Replaced"
"CL-1298","2020-06-22","OID-363155","Free Replaced"
"CL-1299","2020-06-22","OID-363220","Free Replaced"
"CL-1300","2020-06-22","OID-363392","Free Replaced"
"CL-1301","2020-11-11","OID-410769","Paid Repaired"
"CL-1302","2020-05-22","OID-436407","Warranty Void"
"CL-1304","2020-06-23","OID-362510","Free Replaced"
"CL-1305","2020-06-23","OID-362529","Free Replaced"
"CL-1306","2020-06-23","OID-362621","Free Replaced"
"CL-1307","2020-06-23","OID-362761","Free Replaced"
"CL-1308","2020-06-23","OID-362825","Free Replaced"
"CL-1309","2020-06-23","OID-363286","Free Replaced"
"CL-1310","2020-06-23","OID-363297","Free Replaced"
"CL-1311","2020-12-18","OID-410786","Paid Repaired"
"CL-1313","2020-06-24","OID-362503","Free Replaced"
"CL-1314","2020-06-24","OID-362770","Free Replaced"
"CL-1315","2020-06-24","OID-362972","Free Replaced"
"CL-1316","2020-06-24","OID-362988","Free Replaced"
"CL-1317","2020-06-24","OID-363089","Free Replaced"
"CL-1318","2020-06-24","OID-363152","Free Replaced"
"CL-1319","2020-06-24","OID-363367","Free Replaced"
"CL-1320","2020-05-15","OID-397925","Warranty Void"
"CL-1322","2020-10-20","OID-449033","Paid Repaired"
"CL-1323","2020-06-25","OID-362544","Free Replaced"
"CL-1324","2020-06-25","OID-362733","Free Replaced"
"CL-1325","2020-06-25","OID-362925","Free Replaced"
"CL-1326","2020-06-25","OID-362995","Free Replaced"
"CL-1327","2020-06-25","OID-363012","Free Replaced"
"CL-1328","2020-06-25","OID-363138","Free Replaced"
"CL-1329","2020-06-25","OID-363205","Free Replaced"
"CL-1330","2020-06-25","OID-363316","Free Replaced"
"CL-1331","2020-10-16","OID-397814","Warranty Void"
"CL-1333","2021-01-23","OID-410560","Paid Repaired"
"CL-1334","2021-01-18","OID-410561","Paid Repaired"
"CL-1335","2020-10-02","OID-423310","Warranty Void"
"CL-1338","2020-06-26","OID-362566","Free Replaced"
"CL-1339","2020-06-26","OID-362652","Free Replaced"
"CL-1340","2020-06-26","OID-363159","Free Replaced"
"CL-1341","2020-06-26","OID-363273","Free Replaced"
"CL-1342","2020-06-26","OID-363340","Free Replaced"
"CL-1344","2020-06-27","OID-362744","Free Replaced"
"CL-1345","2020-06-27","OID-362930","Free Replaced"
"CL-1346","2020-06-27","OID-363345","Free Replaced"
"CL-1351","2020-06-28","OID-362575","Free Replaced"
"CL-1352","2020-06-28","OID-362665","Free Replaced"
"CL-1353","2020-06-28","OID-362757","Free Replaced"
"CL-1354","2020-08-22","OID-398106","Warranty Void"
"CL-1355","2020-11-19","OID-436449","Paid Repaired"
"CL-1356","2020-06-29","OID-362506","Free Replaced"
"CL-1357","2020-06-29","OID-362971","Free Replaced"
"CL-1358","2020-06-29","OID-363183","Free Replaced"
"CL-1359","2020-06-29","OID-363185","Free Replaced"
"CL-1360","2020-06-29","OID-363213","Free Replaced"
"CL-1361","2020-06-29","OID-363313","Free Replaced"
"CL-1362","2020-09-17","OID-397938","Warranty Void"
"CL-1364","2020-06-30","OID-362819","Free Replaced"
"CL-1365","2020-06-30","OID-362835","Free Replaced"
"CL-1366","2020-06-30","OID-362844","Free Replaced"
"CL-1367","2020-06-30","OID-363009","Free Replaced"
"CL-1368","2021-02-16","OID-397808","Paid Repaired"
"CL-1370","2020-09-13","OID-449017","Warranty Void"
"CL-1371","2020-07-01","OID-362446","Free Replaced"
"CL-1372","2020-07-01","OID-362483","Free Replaced"
"CL-1373","2020-07-01","OID-362970","Free Replaced"
"CL-1374","2020-07-01","OID-363026","Free Replaced"
"CL-1375","2020-07-01","OID-363062","Free Replaced"
"CL-1376","2020-07-01","OID-363117","Free Replaced"
"CL-1377","2020-07-01","OID-363118","Free Replaced"
"CL-1378","2020-11-09","OID-398164","Paid Repaired"
"CL-1381","2020-06-06","OID-410739","Warranty Void"
"CL-1382","2020-05-14","OID-423559","Warranty Void"
"CL-1383","2020-07-26","OID-436201","Warranty Void"
"CL-1384","2020-11-19","OID-449183","Paid Repaired"
"CL-1385","2020-07-02","OID-362602","Free Replaced"
"CL-1386","2020-07-02","OID-362735","Free Replaced"
"CL-1387","2020-07-02","OID-362777","Free Replaced"
"CL-1388","2020-07-02","OID-362809","Free Replaced"
"CL-1389","2020-07-02","OID-362910","Free Replaced"
"CL-1390","2020-07-02","OID-362912","Free Replaced"
"CL-1391","2020-07-02","OID-362961","Free Replaced"
"CL-1392","2020-07-02","OID-363101","Free Replaced"
"CL-1393","2020-07-02","OID-363111","Free Replaced"
"CL-1394","2020-07-02","OID-363149","Free Replaced"
"CL-1395","2020-07-02","OID-363221","Free Replaced"
"CL-1396","2020-07-02","OID-363244","Free Replaced"
"CL-1397","2020-07-02","OID-363294","Free Replaced"
"CL-1398","2020-07-02","OID-363300","Free Replaced"
"CL-1399","2020-08-27","OID-410544","Warranty Void"
"CL-1400","2020-08-24","OID-410950","Warranty Void"
"CL-1402","2020-08-31","OID-436332","Warranty Void"
"CL-1403","2020-07-03","OID-362549","Free Replaced"
"CL-1404","2020-07-03","OID-362582","Free Replaced"
"CL-1405","2020-07-03","OID-362711","Free Replaced"
"CL-1406","2020-07-03","OID-362837","Free Replaced"
"CL-1407","2020-07-03","OID-362938","Free Replaced"
"CL-1408","2020-07-03","OID-363093","Free Replaced"
"CL-1409","2020-07-03","OID-363188","Free Replaced"
"CL-1410","2020-07-03","OID-363264","Free Replaced"
"CL-1411","2020-07-03","OID-363355","Warranty Void"
"CL-1414","2020-06-04","OID-448882","Warranty Void"
"CL-1415","2020-07-04","OID-362677","Free Replaced"
"CL-1416","2020-07-04","OID-362689","Free Replaced"
"CL-1417","2020-07-04","OID-362738","Free Replaced"
"CL-1418","2020-07-04","OID-362806","Free Replaced"
"CL-1419","2020-07-04","OID-362944","Free Replaced"
"CL-1420","2020-07-04","OID-363308","Free Replaced"
"CL-1421","2020-07-04","OID-363378","Warranty Void"
"CL-1422","2020-09-17","OID-386211","Warranty Void"
"CL-1424","2021-01-12","OID-410659","Paid Repaired"
"CL-1425","2020-08-24","OID-410871","Warranty Void"
"CL-1427","2020-07-15","OID-449150","Warranty Void"
"CL-1428","2020-07-05","OID-362833","Free Replaced"
"CL-1429","2020-07-05","OID-362883","Free Replaced"
"CL-1430","2020-07-05","OID-363006","Free Replaced"
"CL-1431","2021-03-15","OID-386227","Paid Repaired"
"CL-1432","2020-05-30","OID-423485","Warranty Void"
"CL-1433","2020-11-10","OID-448818","Warranty Void"
"CL-1434","2020-07-06","OID-362554","Free Replaced"
"CL-1435","2020-07-06","OID-362613","Free Replaced"
"CL-1436","2020-07-06","OID-362793","Free Replaced"
"CL-1437","2020-07-06","OID-362962","Free Replaced"
"CL-1438","2020-07-06","OID-363095","Free Replaced"
"CL-1439","2020-07-06","OID-363171","Free Replaced"
"CL-1440","2020-07-06","OID-363361","Warranty Void"
"CL-1442","2020-09-13","OID-436254","Warranty Void"
"CL-1443","2020-07-07","OID-362672","Free Replaced"
"CL-1444","2020-07-07","OID-362749","Free Replaced"
"CL-1445","2020-07-07","OID-362780","Free Replaced"
"CL-1446","2020-07-07","OID-362824","Free Replaced"
"CL-1447","2020-07-07","OID-362894","Free Replaced"
"CL-1448","2020-07-07","OID-363097","Free Replaced"
"CL-1449","2020-07-07","OID-363177","Free Replaced"
"CL-1450","2020-07-07","OID-363357","Warranty Void"
"CL-1453","2020-10-05","OID-423320","Warranty Void"
"CL-1456","2020-07-08","OID-362631","Free Replaced"
"CL-1457","2020-07-08","OID-362657","Free Replaced"
"CL-1458","2020-07-08","OID-362984","Free Replaced"
"CL-1460","2020-07-09","OID-362917","Free Replaced"
"CL-1461","2020-07-09","OID-363332","Warranty Void"
"CL-1462","2020-12-01","OID-374772","Warranty Void"
"CL-1463","2020-12-13","OID-397832","Paid Repaired"
"CL-1465","2020-04-13","OID-410824","Warranty Void"
"CL-1467","2020-06-29","OID-423520","Warranty Void"
"CL-1468","2020-09-13","OID-436459","Paid Repaired"
"CL-1469","2020-07-10","OID-362622","Free Replaced"
"CL-1470","2020-07-10","OID-362634","Free Replaced"
"CL-1471","2020-07-10","OID-362678","Free Replaced"
"CL-1472","2020-07-10","OID-362688","Free Replaced"
"CL-1473","2020-07-10","OID-362692","Free Replaced"
"CL-1474","2020-07-10","OID-362703","Free Replaced"
"CL-1475","2020-07-10","OID-362845","Free Replaced"
"CL-1476","2020-07-10","OID-362994","Free Replaced"
"CL-1480","2020-09-06","OID-436369","Warranty Void"
"CL-1481","2020-07-11","OID-362349","Free Replaced"
"CL-1482","2020-07-11","OID-362394","Free Replaced"
"CL-1483","2020-07-11","OID-362517","Free Replaced"
"CL-1484","2020-07-11","OID-362559","Free Replaced"
"CL-1485","2020-07-11","OID-362593","Free Replaced"
"CL-1486","2020-07-11","OID-362649","Free Replaced"
"CL-1487","2020-07-11","OID-362662","Free Replaced"
"CL-1488","2020-07-11","OID-362719","Free Replaced"
"CL-1489","2020-07-11","OID-362778","Free Replaced"
"CL-1490","2020-07-11","OID-363113","Free Replaced"
"CL-1491","2020-07-11","OID-363162","Free Replaced"
"CL-1492","2020-07-11","OID-363212","Free Replaced"
"CL-1493","2020-07-11","OID-363261","Free Replaced"
"CL-1494","2020-11-15","OID-397831","Warranty Void"
"CL-1497","2020-07-12","OID-362385","Free Replaced"
"CL-1498","2020-07-12","OID-362531","Free Replaced"
"CL-1499","2020-07-12","OID-362576","Free Replaced"
"CL-1500","2020-07-12","OID-363104","Free Replaced"
"CL-1501","2020-07-12","OID-363121","Free Replaced"
"CL-1502","2020-07-12","OID-363222","Free Replaced"
"CL-1503","2020-07-12","OID-363309","Warranty Void"
"CL-1505","2020-09-09","OID-410724","Warranty Void"
"CL-1507","2020-08-01","OID-436205","Warranty Void"
"CL-1508","2020-04-22","OID-436467","Warranty Void"
"CL-1510","2020-07-13","OID-362333","Free Replaced"
"CL-1511","2020-07-13","OID-362372","Free Replaced"
"CL-1512","2020-07-13","OID-362477","Free Replaced"
"CL-1513","2020-07-13","OID-362709","Free Replaced"
"CL-1514","2020-07-13","OID-362727","Free Replaced"
"CL-1516","2021-01-28","OID-410566","Paid Repaired"
"CL-1518","2020-09-12","OID-449055","Warranty Void"
"CL-1519","2020-07-14","OID-362335","Free Replaced"
"CL-1520","2020-07-14","OID-362428","Free Replaced"
"CL-1521","2020-07-14","OID-363207","Free Replaced"
"CL-1522","2020-07-14","OID-363208","Free Replaced"
"CL-1523","2020-07-14","OID-363215","Free Replaced"
"CL-1524","2020-07-14","OID-363269","Warranty Void"
"CL-1525","2020-12-22","OID-386179","Warranty Void"
"CL-1526","2020-05-10","OID-423474","Warranty Void"
"CL-1527","2021-01-23","OID-436025","Paid Repaired"
"CL-1530","2020-07-15","OID-362515","Free Replaced"
"CL-1531","2020-07-15","OID-362877","Free Replaced"
"CL-1532","2020-07-15","OID-362918","Free Replaced"
"CL-1533","2020-07-15","OID-363025","Free Replaced"
"CL-1534","2020-07-15","OID-363182","Free Replaced"
"CL-1535","2020-07-15","OID-363274","Warranty Void"
"CL-1536","2020-11-19","OID-386256","Warranty Void"
"CL-1537","2020-08-22","OID-397787","Warranty Void"
"CL-1538","2020-08-29","OID-436076","Warranty Void"
"CL-1540","2020-07-16","OID-362811","Free Replaced"
"CL-1541","2020-07-16","OID-363204","Free Replaced"
"CL-1542","2020-07-16","OID-363276","Warranty Void"
"CL-1543","2020-12-01","OID-398156","Paid Repaired"
"CL-1545","2020-07-27","OID-448918","Warranty Void"
"CL-1546","2020-07-17","OID-362400","Free Replaced"
"CL-1547","2020-07-17","OID-362536","Free Replaced"
"CL-1548","2020-07-17","OID-362627","Free Replaced"
"CL-1549","2020-07-17","OID-362933","Free Replaced"
"CL-1550","2020-07-17","OID-362946","Free Replaced"
"CL-1552","2020-09-18","OID-410856","Warranty Void"
"CL-1555","2020-07-18","OID-362330","Free Replaced"
"CL-1556","2020-07-18","OID-362377","Free Replaced"
"CL-1557","2020-07-18","OID-362487","Free Replaced"
"CL-1558","2020-07-18","OID-363018","Free Replaced"
"CL-1559","2020-07-18","OID-363154","Free Replaced"
"CL-1560","2021-02-06","OID-397884","Paid Repaired"
"CL-1562","2020-09-28","OID-436093","Warranty Void"
"CL-1564","2020-07-31","OID-448755","Warranty Void"
"CL-1565","2020-07-19","OID-362371","Free Replaced"
"CL-1566","2020-07-19","OID-362798","Free Replaced"
"CL-1567","2020-07-19","OID-362841","Free Replaced"
"CL-1568","2020-07-19","OID-363107","Free Replaced"
"CL-1569","2020-07-19","OID-363189","Free Replaced"
"CL-1570","2021-02-01","OID-448919","Paid Repaired"
"CL-1571","2020-07-20","OID-362420","Free Replaced"
"CL-1572","2020-07-20","OID-362741","Free Replaced"
"CL-1573","2020-07-20","OID-362807","Free Replaced"
"CL-1574","2020-12-07","OID-386114","Warranty Void"
"CL-1575","2021-03-11","OID-386143","Paid Repaired"
"CL-1576","2020-12-14","OID-423351","Paid Repaired"
"CL-1577","2020-07-21","OID-362696","Free Replaced"
"CL-1578","2020-07-21","OID-362736","Free Replaced"
"CL-1579","2020-10-26","OID-386104","Warranty Void"
"CL-1580","2021-03-20","OID-386148","Paid Repaired"
"CL-1581","2020-11-07","OID-386188","Warranty Void"
"CL-1582","2020-12-13","OID-398044","Paid Repaired"
"CL-1584","2020-11-24","OID-423359","Paid Repaired"
"CL-1586","2020-07-22","OID-362721","Free Replaced"
"CL-1587","2020-07-22","OID-362897","Free Replaced"
"CL-1588","2020-11-30","OID-386168","Warranty Void"
"CL-1589","2020-08-10","OID-448802","Warranty Void"
"CL-1590","2020-07-23","OID-362472","Free Replaced"
"CL-1591","2020-07-23","OID-362532","Free Replaced"
"CL-1592","2020-07-23","OID-362628","Free Replaced"
"CL-1593","2020-07-23","OID-362629","Free Replaced"
"CL-1594","2020-07-23","OID-362754","Free Replaced"
"CL-1595","2020-07-23","OID-362796","Free Replaced"
"CL-1596","2020-07-23","OID-362875","Free Replaced"
"CL-1597","2020-07-23","OID-362903","Free Replaced"
"CL-1598","2020-11-19","OID-374620","Warranty Void"
"CL-1599","2021-01-09","OID-386200","Paid Repaired"
"CL-1600","2020-08-09","OID-436224","Warranty Void"
"CL-1601","2020-05-16","OID-436225","Warranty Void"
"CL-1602","2021-01-28","OID-448930","Paid Repaired"
"CL-1603","2020-07-24","OID-362398","Free Replaced"
"CL-1604","2020-07-24","OID-362423","Free Replaced"
"CL-1605","2020-07-24","OID-362644","Free Replaced"
"CL-1606","2020-07-24","OID-362773","Free Replaced"
"CL-1607","2020-07-24","OID-362794","Free Replaced"
"CL-1608","2020-07-24","OID-362851","Free Replaced"
"CL-1609","2020-07-24","OID-362954","Free Replaced"
"CL-1610","2020-07-24","OID-362987","Free Replaced"
"CL-1611","2020-07-24","OID-363124","Free Replaced"
"CL-1612","2020-07-24","OID-363196","Free Replaced"
"CL-1613","2020-07-24","OID-363234","Warranty Void"
"CL-1614","2020-09-26","OID-386160","Warranty Void"
"CL-1615","2021-02-09","OID-386199","Paid Repaired"
"CL-1617","2020-07-25","OID-362538","Free Replaced"
"CL-1618","2020-07-25","OID-362638","Free Replaced"
"CL-1619","2020-07-25","OID-362818","Free Replaced"
"CL-1620","2020-07-25","OID-362939","Free Replaced"
"CL-1621","2020-07-25","OID-363126","Free Replaced"
"CL-1623","2020-07-26","OID-362379","Free Replaced"
"CL-1624","2020-07-26","OID-362431","Free Replaced"
"CL-1625","2020-07-26","OID-362542","Free Replaced"
"CL-1626","2020-07-26","OID-362637","Free Replaced"
"CL-1627","2020-07-26","OID-362922","Free Replaced"
"CL-1628","2020-07-26","OID-362998","Free Replaced"
"CL-1629","2020-07-26","OID-363106","Free Replaced"
"CL-1631","2020-05-01","OID-410750","Warranty Void"
"CL-1633","2020-05-15","OID-436470","Warranty Void"
"CL-1634","2020-07-27","OID-362342","Free Replaced"
"CL-1635","2020-07-27","OID-362445","Free Replaced"
"CL-1636","2020-07-27","OID-362489","Free Replaced"
"CL-1637","2020-07-27","OID-362591","Free Replaced"
"CL-1638","2020-07-27","OID-362609","Free Replaced"
"CL-1639","2020-07-27","OID-362771","Free Replaced"
"CL-1640","2020-07-27","OID-362866","Free Replaced"
"CL-1641","2020-07-27","OID-362882","Free Replaced"
"CL-1642","2021-02-07","OID-448753","Paid Repaired"
"CL-1643","2020-07-28","OID-362570","Free Replaced"
"CL-1644","2020-07-28","OID-362671","Free Replaced"
"CL-1645","2020-07-28","OID-362712","Free Replaced"
"CL-1646","2020-07-28","OID-362739","Free Replaced"
"CL-1647","2020-07-28","OID-362758","Free Replaced"
"CL-1648","2020-07-28","OID-362805","Free Replaced"
"CL-1649","2020-07-28","OID-363048","Free Replaced"
"CL-1651","2020-06-23","OID-436335","Warranty Void"
"CL-1653","2020-12-20","OID-448865","Paid Repaired"
"CL-1654","2020-07-29","OID-362557","Free Replaced"
"CL-1655","2020-07-29","OID-363122","Free Replaced"
"CL-1656","2020-10-19","OID-386103","Warranty Void"
"CL-1657","2020-10-20","OID-397934","Warranty Void"
"CL-1659","2020-10-02","OID-423350","Warranty Void"
"CL-1660","2020-11-24","OID-423408","Paid Repaired"
"CL-1662","2020-07-30","OID-362447","Free Replaced"
"CL-1663","2020-07-30","OID-362923","Free Replaced"
"CL-1664","2020-07-30","OID-363011","Free Replaced"
"CL-1665","2020-07-30","OID-363158","Free Replaced"
"CL-1666","2020-08-01","OID-374761","Warranty Void"
"CL-1667","2021-02-11","OID-386090","Paid Repaired"
"CL-1669","2020-04-24","OID-410874","Warranty Void"
"CL-1671","2020-06-07","OID-423265","Warranty Void"
"CL-1674","2020-12-21","OID-448850","Paid Repaired"
"CL-1676","2020-07-31","OID-362656","Free Replaced"
"CL-1677","2020-07-31","OID-362871","Free Replaced"
"CL-1678","2020-07-31","OID-362928","Free Replaced"
"CL-1679","2020-07-31","OID-363092","Free Replaced"
